QSO,zabs,Ncld,vcld,N-MgII,e_NMgII,bMgII,e_b-MgII,N-FeII,e_N-FeII,b-FeII,e_b-FeII,N-MgI,e_N-MgI,b-MgI,e_b-MgI,N-MnII,e_N-MnII,b-MnII,e_b-MnII,N-CaII,e_N-CaII,b-CaII,e_b-CaII
J143229-010616A,1.512465,14,70.35,13.06,0.068,4.43,0.356,12.36,0.085,4.43,0.356,11.51,0.043,4.43,0.356,11.69,0.108,4.43,0.356,0.0,0.0,0.0,0.0
J143229-010616A,1.512465,15,93.82,12.09,0.179,14.06,5.322,11.76,0.246,14.06,5.322,11.29,-1.0,0.0,0.0,11.43,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.512465,16,106.37,12.61,0.038,4.69,0.375,11.88,0.129,4.69,0.375,11.07,-1.0,0.0,0.0,11.4,0.256,4.69,0.375,0.0,0.0,0.0,0.0
J143229-010616A,1.512465,17,125.42,13.09,0.04,4.11,0.143,12.55,0.024,4.11,0.143,11.06,0.093,4.11,0.143,11.19,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.512465,18,146.04,12.12,0.049,7.34,0.909,11.23,-1.0,0.0,0.0,11.17,-1.0,0.0,0.0,11.31,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.512465,19,160.09,12.86,0.019,4.88,0.42,12.23,0.046,4.88,0.42,11.11,0.085,4.88,0.42,11.23,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.512465,20,171.21,12.27,0.048,3.73,0.573,11.64,0.147,3.73,0.573,11.0,-1.0,0.0,0.0,11.52,0.153,3.73,0.573,0.0,0.0,0.0,0.0
J143229-010616A,1.512465,21,181.52,11.71,0.788,0.4,0.243,11.06,-1.0,0.0,0.0,11.66,0.92,0.4,0.243,11.13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.662854,1,-278.31,12.08,0.001,5.25,0.001,11.24,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.37,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.662854,2,-123.92,12.11,0.043,13.51,1.786,11.61,0.221,13.51,1.786,0.0,0.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.662854,3,-87.26,12.83,0.028,4.07,0.299,12.48,0.028,4.07,0.299,0.0,0.0,0.0,0.0,11.19,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.662854,4,-74.46,12.65,0.028,4.55,0.545,12.39,0.039,4.55,0.545,0.0,0.0,0.0,0.0,11.14,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.662854,5,-55.3,12.67,0.03,12.59,1.214,12.23,0.063,12.59,1.214,0.0,0.0,0.0,0.0,11.13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.662854,6,-22.09,14.07,0.528,2.54,0.452,13.16,0.046,2.54,0.452,0.0,0.0,0.0,0.0,11.14,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.662854,7,-13.53,13.6,0.079,13.38,1.791,13.4,0.077,13.38,1.791,0.0,0.0,0.0,0.0,11.13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.662854,8,8.38,13.82,0.06,11.78,0.83,13.78,0.04,11.78,0.83,0.0,0.0,0.0,0.0,11.12,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.662854,9,29.57,13.27,0.086,4.02,0.36,12.84,0.043,4.02,0.36,0.0,0.0,0.0,0.0,11.13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.662854,10,79.35,12.32,0.022,3.62,0.328,12.45,0.026,3.62,0.328,0.0,0.0,0.0,0.0,11.13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.662854,11,100.19,11.8,0.067,8.64,1.987,11.05,0.729,8.64,1.987,0.0,0.0,0.0,0.0,11.14,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.662854,12,138.99,12.81,0.011,9.25,0.251,12.41,0.044,9.25,0.251,0.0,0.0,0.0,0.0,11.51,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143229-010616A,1.662854,13,203.05,12.97,0.041,3.62,0.166,12.52,0.024,3.62,0.166,0.0,0.0,0.0,0.0,11.43,0.06,3.62,0.166,0.0,0.0,0.0,0.0
J143912+295447,1.22585,1,-86.19,11.72,0.051,9.04,1.451,11.54,0.173,9.04,1.451,10.99,-1.0,0.0,0.0,11.07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143912+295447,1.22585,2,-58.27,12.26,0.019,9.32,0.586,12.05,0.056,9.32,0.586,11.0,-1.0,0.0,0.0,11.09,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143912+295447,1.22585,3,-33.14,12.96,0.009,7.61,0.18,12.91,0.012,7.61,0.18,11.19,0.052,7.61,0.18,11.07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J143912+295447,1.22585,4,4.25,15.01,0.045,11.03,0.152,14.76,0.026,11.03,0.152,12.05,0.012,11.03,0.152,12.17,0.032,11.03,0.152,0.0,0.0,0.0,0.0
J143912+295447,1.22585,5,32.28,12.46,0.047,5.38,0.447,12.48,0.042,5.38,0.447,10.57,0.176,5.38,0.447,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,0.444006,1,-157.16,12.23,0.013,3.66,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.32,-1.0,0.0,0.0
J144653+011356,0.444006,2,-6.11,12.0,0.123,0.94,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.04,0.271,0.94,0.11
J144653+011356,0.444006,3,2.28,14.17,0.218,2.4,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.23,0.096,2.4,0.154
J144653+011356,0.444006,4,11.18,11.79,0.161,6.24,2.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46,-1.0,0.0,0.0
J144653+011356,0.509679,1,-4.03,12.73,0.018,4.52,0.223,12.62,0.02,4.52,0.223,11.11,0.068,4.52,0.223,10.54,-1.0,0.0,0.0,10.34,-1.0,0.0,0.0
J144653+011356,0.509679,2,4.02,12.2,0.056,15.35,1.852,11.87,0.135,15.35,1.852,10.78,0.213,15.35,1.852,10.76,-1.0,0.0,0.0,10.57,-1.0,0.0,0.0
J144653+011356,0.509679,3,26.47,12.12,0.027,3.49,0.425,11.99,0.043,3.49,0.425,10.73,0.117,3.49,0.425,10.48,-1.0,0.0,0.0,10.29,-1.0,0.0,0.0
J144653+011356,0.509679,4,62.54,11.84,0.058,1.02,0.107,10.48,-1.0,0.0,0.0,10.59,0.251,1.02,0.107,10.47,-1.0,0.0,0.0,10.29,-1.0,0.0,0.0
J144653+011356,0.660216,1,-34.61,11.97,0.024,2.41,0.508,11.84,0.041,2.41,0.508,10.51,-1.0,0.0,0.0,10.65,-1.0,0.0,0.0,10.36,-1.0,0.0,0.0
J144653+011356,0.660216,2,-20.3,12.53,0.01,4.79,0.218,12.21,0.021,4.79,0.218,10.57,0.131,4.79,0.218,10.75,-1.0,0.0,0.0,10.41,-1.0,0.0,0.0
J144653+011356,0.660216,3,1.82,13.28,0.027,7.57,0.107,12.99,0.014,7.57,0.107,11.52,0.042,7.57,0.107,10.82,-1.0,0.0,0.0,10.53,-1.0,0.0,0.0
J144653+011356,0.660216,4,5.8,12.78,0.14,3.65,0.905,10.41,-1.0,0.0,0.0,10.75,0.212,3.65,0.905,10.65,-1.0,0.0,0.0,10.36,-1.0,0.0,0.0
J144653+011356,1.102007,1,-8.47,12.29,0.058,1.76,0.515,10.88,0.328,1.76,0.515,10.6,-1.0,0.0,0.0,10.61,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.102007,2,1.65,12.43,0.053,11.39,0.578,10.95,0.748,11.39,0.578,10.86,-1.0,0.0,0.0,10.87,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.102007,3,2.88,12.44,0.056,1.74,0.344,11.4,0.156,1.74,0.344,10.6,-1.0,0.0,0.0,10.61,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.129141,1,-23.36,12.35,0.017,13.04,0.667,11.93,0.039,13.04,0.667,10.79,-1.0,0.0,0.0,10.87,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.129141,2,1.13,12.67,0.008,7.43,0.176,12.03,0.025,7.43,0.176,10.87,0.062,7.43,0.176,10.79,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.129141,3,28.87,11.89,0.022,5.12,0.456,11.69,0.045,5.12,0.456,10.66,-1.0,0.0,0.0,10.73,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.129141,4,96.31,11.42,0.069,1.36,0.424,11.0,0.306,1.36,0.424,10.55,-1.0,0.0,0.0,10.63,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.129141,5,107.02,11.4,0.078,5.78,1.756,11.48,0.111,5.78,1.756,10.66,-1.0,0.0,0.0,10.73,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.159458,1,-27.6,13.01,0.013,5.43,0.15,12.59,0.012,5.43,0.15,10.74,0.08,5.43,0.15,10.74,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.159458,2,-17.77,12.57,0.028,3.14,0.313,11.61,0.103,3.14,0.313,10.56,-1.0,0.0,0.0,10.65,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.159458,3,1.3,13.29,0.005,9.14,0.096,12.67,0.009,9.14,0.096,10.83,0.075,9.14,0.096,10.86,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.159458,4,29.93,12.91,0.006,5.92,0.086,12.29,0.017,5.92,0.086,10.48,0.143,5.92,0.086,10.78,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.159458,5,50.58,11.61,0.04,6.09,0.967,11.13,0.219,6.09,0.967,10.71,-1.0,0.0,0.0,10.78,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.159458,6,76.26,11.83,0.026,4.39,0.582,10.67,-1.0,0.0,0.0,10.63,-1.0,0.0,0.0,10.72,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.159458,7,92.29,12.09,0.022,5.27,0.557,11.04,0.261,5.27,0.557,10.67,-1.0,0.0,0.0,10.75,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J144653+011356,1.159458,8,105.02,12.26,0.014,2.88,0.263,11.61,0.064,2.88,0.263,10.56,-1.0,0.0,0.0,10.63,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J145102-232930,1.473212,1,-77.85,11.96,0.02,2.3,0.364,10.51,-1.0,0.0,0.0,10.52,-1.0,0.0,0.0,10.58,-1.0,0.0,0.0,10.73,-1.0,0.0,0.0
J145102-232930,1.473212,2,-30.42,11.6,0.036,2.52,0.869,10.58,-1.0,0.0,0.0,10.52,-1.0,0.0,0.0,10.52,-1.0,0.0,0.0,10.74,-1.0,0.0,0.0
J145102-232930,1.473212,3,-17.36,12.69,0.005,5.23,0.111,11.39,0.078,5.23,0.111,10.62,-1.0,0.0,0.0,10.64,-1.0,0.0,0.0,10.83,-1.0,0.0,0.0
J145102-232930,1.473212,4,4.01,13.42,0.028,3.95,0.068,11.54,0.049,3.95,0.068,11.07,0.027,3.95,0.068,10.62,-1.0,0.0,0.0,10.77,-1.0,0.0,0.0
J145102-232930,1.585465,1,0.03,12.6,0.01,3.16,0.079,11.59,0.035,3.16,0.079,10.59,-1.0,0.0,0.0,10.46,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J151352+085555,1.179038,1,-2.29,12.71,0.015,7.71,0.356,11.7,0.103,7.71,0.356,0.0,0.0,0.0,0.0,11.04,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J151352+085555,1.179038,2,17.12,12.11,0.046,7.31,1.037,11.67,0.111,7.31,1.037,0.0,0.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.317597,1,-31.66,13.57,1.179,0.29,0.335,11.17,-1.0,0.0,0.0,10.93,-1.0,0.0,0.0,11.13,-1.0,0.0,0.0,10.54,-1.0,0.0,0.0
J162439+234512,0.317597,2,-7.3,13.35,0.102,7.14,0.717,13.23,0.08,7.14,0.717,11.36,0.1,7.14,0.717,11.33,-1.0,0.0,0.0,11.28,0.132,7.14,0.717
J162439+234512,0.317597,3,3.66,12.98,0.193,5.55,1.099,12.74,0.21,5.55,1.099,10.61,0.527,5.55,1.099,11.26,-1.0,0.0,0.0,10.78,0.389,5.55,1.099
J162439+234512,0.317597,4,35.02,11.95,0.073,11.37,2.07,11.45,-1.0,0.0,0.0,11.43,0.086,11.37,2.07,11.42,-1.0,0.0,0.0,10.8,-1.0,0.0,0.0
J162439+234512,0.317597,5,66.31,12.6,0.024,4.75,0.356,12.55,0.082,4.75,0.356,10.85,0.21,4.75,0.356,11.23,-1.0,0.0,0.0,10.82,0.278,4.75,0.356
J162439+234512,0.317597,6,95.82,12.38,0.027,7.46,0.659,12.2,0.173,7.46,0.659,11.1,-1.0,0.0,0.0,11.35,-1.0,0.0,0.0,10.92,0.249,7.46,0.659
J162439+234512,0.368112,1,-22.05,12.73,3.428,0.86,2.151,12.56,3.445,0.86,2.151,11.14,3.328,0.86,2.151,11.18,-1.0,0.0,0.0,10.51,-1.0,0.0,0.0
J162439+234512,0.368112,2,-1.94,12.93,0.028,12.42,0.688,12.54,0.099,12.42,0.688,11.48,0.08,12.42,0.688,11.17,-1.0,0.0,0.0,10.52,-1.0,0.0,0.0
J162439+234512,0.368112,3,9.61,12.38,0.082,2.63,1.056,12.31,0.121,2.63,1.056,10.6,0.377,2.63,1.056,11.17,-1.0,0.0,0.0,10.51,-1.0,0.0,0.0
J162439+234512,0.47193,1,-34.16,14.12,1.055,1.23,0.349,11.99,0.15,1.23,0.349,11.12,0.143,1.23,0.349,10.98,-1.0,0.0,0.0,10.61,-1.0,0.0,0.0
J162439+234512,0.47193,2,-19.89,13.2,0.059,23.73,2.124,12.78,0.087,23.73,2.124,11.25,-1.0,0.0,0.0,11.34,-1.0,0.0,0.0,10.98,-1.0,0.0,0.0
J162439+234512,0.47193,3,-10.93,13.27,0.154,3.89,0.569,12.86,0.038,3.89,0.569,11.1,0.127,3.89,0.569,11.04,-1.0,0.0,0.0,10.65,-1.0,0.0,0.0
J162439+234512,0.47193,4,1.19,14.02,1.689,1.21,0.632,10.9,-1.0,0.0,0.0,10.85,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,10.61,-1.0,0.0,0.0
J162439+234512,0.47193,5,12.56,12.08,1.158,6.87,2.556,12.54,0.273,6.87,2.556,10.93,0.317,6.87,2.556,11.1,-1.0,0.0,0.0,10.74,-1.0,0.0,0.0
J162439+234512,0.47193,6,23.74,13.52,0.051,9.52,1.079,13.15,0.066,9.52,1.079,11.54,0.086,9.52,1.079,11.18,-1.0,0.0,0.0,10.83,-1.0,0.0,0.0
J162439+234512,0.47193,7,43.53,12.37,0.069,4.51,0.811,11.92,0.126,4.51,0.811,10.91,-1.0,0.0,0.0,11.03,-1.0,0.0,0.0,10.67,-1.0,0.0,0.0
J162439+234512,0.656106,1,-83.01,12.7,0.203,9.84,1.404,12.28,0.551,9.84,1.404,10.97,0.227,9.84,1.404,11.18,-1.0,0.0,0.0,10.85,-1.0,0.0,0.0
J162439+234512,0.656106,2,-67.87,12.38,5.223,11.15,9.999,12.61,4.672,11.15,9.999,10.63,4.718,11.15,9.999,11.22,-1.0,0.0,0.0,10.87,-1.0,0.0,0.0
J162439+234512,0.656106,3,-61.0,12.58,2.95,7.18,9.999,12.57,4.407,7.18,9.999,10.96,-1.0,0.0,0.0,11.12,-1.0,0.0,0.0,10.79,-1.0,0.0,0.0
J162439+234512,0.656106,4,-49.04,13.72,0.135,6.48,0.861,13.56,0.086,6.48,0.861,11.63,0.083,6.48,0.861,11.1,-1.0,0.0,0.0,11.51,0.071,6.48,0.861
J162439+234512,0.656106,5,-31.92,13.73,4.142,5.21,2.624,13.48,1.017,5.21,2.624,10.94,1.653,5.21,2.624,11.06,-1.0,0.0,0.0,10.73,-1.0,0.0,0.0
J162439+234512,0.656106,6,-24.05,13.79,9.999,7.58,9.999,13.54,1.024,7.58,9.999,11.25,0.953,7.58,9.999,11.12,-1.0,0.0,0.0,10.79,-1.0,0.0,0.0
J162439+234512,0.656106,7,-9.12,14.09,9.999,6.42,3.84,13.84,0.432,6.42,3.84,11.65,0.361,6.42,3.84,11.71,-1.0,0.0,0.0,11.4,0.458,6.42,3.84
J162439+234512,0.656106,8,-0.49,13.73,9.999,6.66,9.801,13.48,4.458,6.66,9.801,11.01,5.07,6.66,9.801,11.09,-1.0,0.0,0.0,11.4,0.73,6.66,9.801
J162439+234512,0.656106,9,8.55,13.6,9.999,8.05,9.999,13.36,9.999,8.05,9.999,10.85,9.999,8.05,9.999,11.15,-1.0,0.0,0.0,10.81,-1.0,0.0,0.0
J162439+234512,0.656106,10,15.47,13.76,9.999,5.26,9.999,13.52,9.999,5.26,9.999,11.16,8.106,5.26,9.999,11.05,-1.0,0.0,0.0,10.72,-1.0,0.0,0.0
J162439+234512,0.656106,11,22.92,14.03,9.999,7.07,9.999,13.79,2.925,7.07,9.999,11.59,2.54,7.07,9.999,11.12,-1.0,0.0,0.0,10.79,-1.0,0.0,0.0
J162439+234512,0.656106,12,32.96,13.67,9.999,5.34,7.922,13.42,1.895,5.34,7.922,11.02,2.418,5.34,7.922,11.05,-1.0,0.0,0.0,10.72,-1.0,0.0,0.0
J162439+234512,0.656106,13,42.19,13.59,2.62,7.14,9.999,13.18,2.884,7.14,9.999,10.63,2.717,7.14,9.999,11.12,-1.0,0.0,0.0,10.79,-1.0,0.0,0.0
J162439+234512,0.656106,14,49.52,12.56,7.43,7.58,9.999,13.3,2.525,7.58,9.999,10.63,2.982,7.58,9.999,11.13,-1.0,0.0,0.0,10.79,-1.0,0.0,0.0
J162439+234512,0.656106,15,61.23,13.06,0.465,7.35,1.878,12.81,0.517,7.35,1.878,10.99,-1.0,0.0,0.0,11.13,-1.0,0.0,0.0,10.8,-1.0,0.0,0.0
J162439+234512,0.702902,1,0.0,12.09,0.046,2.3,0.57,11.07,-1.0,0.0,0.0,10.86,-1.0,0.0,0.0,11.1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.797078,1,-155.65,11.83,0.044,4.43,0.952,10.98,-1.0,0.0,0.0,10.92,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.797078,2,-70.78,12.56,0.013,5.38,0.238,11.93,0.075,5.38,0.238,10.93,-1.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.797078,3,-30.59,12.14,0.024,4.83,0.503,11.61,0.143,4.83,0.503,10.93,-1.0,0.0,0.0,11.01,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.797078,4,-2.68,12.74,0.031,4.38,0.397,12.16,0.052,4.38,0.397,10.87,-1.0,0.0,0.0,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.797078,5,8.49,12.59,0.042,5.34,0.605,11.9,0.093,5.34,0.605,10.92,-1.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.797078,6,62.03,12.62,0.013,5.72,0.225,11.56,0.205,5.72,0.225,10.93,-1.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.891276,1,-106.29,12.55,0.208,7.14,1.784,12.42,0.2,7.14,1.784,10.89,-1.0,0.0,0.0,11.07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.891276,2,-98.15,12.59,0.281,4.17,1.815,12.36,0.337,4.17,1.815,10.63,0.214,4.17,1.815,10.96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.891276,3,-89.16,12.64,0.129,7.22,1.289,12.48,0.127,7.22,1.289,10.89,-1.0,0.0,0.0,11.07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.891276,4,-61.15,12.83,0.02,6.93,0.38,12.51,0.038,6.93,0.38,10.69,0.154,6.93,0.38,11.07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.891276,5,-37.87,13.57,0.326,8.91,2.364,13.55,0.316,8.91,2.364,10.81,0.407,8.91,2.364,11.5,0.328,8.91,2.364,0.0,0.0,0.0,0.0
J162439+234512,0.891276,6,-29.84,13.99,3.005,5.45,1.351,13.75,0.211,5.45,1.351,11.16,0.194,5.45,1.351,11.45,0.362,5.45,1.351,0.0,0.0,0.0,0.0
J162439+234512,0.891276,7,-13.3,13.99,4.469,7.94,2.311,13.74,0.141,7.94,2.311,11.27,0.188,7.94,2.311,11.05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.891276,8,-0.02,14.28,9.999,7.51,1.171,14.04,0.153,7.51,1.171,11.88,0.109,7.51,1.171,12.09,0.058,7.51,1.171,0.0,0.0,0.0,0.0
J162439+234512,0.891276,9,14.15,13.81,8.365,8.86,9.999,13.57,0.795,8.86,9.999,11.28,0.806,8.86,9.999,11.07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.891276,10,24.4,13.32,5.942,5.0,9.957,13.07,2.4,5.0,9.957,10.73,2.994,5.0,9.957,10.99,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.891276,11,33.0,13.44,1.754,7.32,9.999,13.19,1.02,7.32,9.999,11.07,0.959,7.32,9.999,11.06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.891276,12,46.16,14.25,6.256,6.17,1.208,14.01,0.097,6.17,1.208,12.03,0.075,6.17,1.208,11.03,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.891276,13,58.46,13.46,7.254,5.0,5.144,13.21,0.586,5.0,5.144,11.03,0.825,5.0,5.144,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162439+234512,0.891276,14,65.34,13.57,0.313,5.0,0.656,13.32,0.301,5.0,0.656,11.44,0.212,5.0,0.656,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162645+642654,0.585946,1,-47.79,11.5,0.037,5.8,0.814,10.51,-1.0,0.0,0.0,10.41,-1.0,0.0,0.0,10.5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162645+642654,0.585946,2,-18.94,11.41,0.059,8.08,1.603,11.37,0.164,8.08,1.603,10.47,-1.0,0.0,0.0,10.57,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J162645+642654,0.585946,3,1.49,12.43,0.006,5.68,0.136,11.72,0.065,5.68,0.136,10.4,-1.0,0.0,0.0,11.01,0.21,5.68,0.136,0.0,0.0,0.0,0.0
J163145+115602,0.900256,1,-60.88,12.48,0.024,3.3,0.414,12.33,0.049,3.3,0.414,10.87,-1.0,0.0,0.0,10.94,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163145+115602,0.900256,2,-48.79,13.43,0.106,2.98,0.216,13.29,0.036,2.98,0.216,11.06,0.085,2.98,0.216,11.34,0.187,2.98,0.216,0.0,0.0,0.0,0.0
J163145+115602,0.900256,3,-38.19,12.65,0.03,4.47,0.64,12.52,0.051,4.47,0.64,10.79,0.155,4.47,0.64,10.99,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163145+115602,0.900256,4,-17.58,13.87,0.098,5.25,0.433,13.41,0.031,5.25,0.433,11.38,0.067,5.25,0.433,11.32,0.225,5.25,0.433,0.0,0.0,0.0,0.0
J163145+115602,0.900256,5,-6.83,13.15,0.659,3.24,0.491,13.58,0.074,3.24,0.491,12.23,0.076,3.24,0.491,11.93,0.062,3.24,0.491,0.0,0.0,0.0,0.0
J163145+115602,0.900256,6,5.65,13.87,0.05,10.05,1.012,13.79,0.035,10.05,1.012,11.79,0.049,10.05,1.012,11.56,0.175,10.05,1.012,0.0,0.0,0.0,0.0
J163145+115602,0.900256,7,27.54,13.5,0.046,5.5,0.225,13.53,0.022,5.5,0.225,11.46,0.04,5.5,0.225,11.31,0.229,5.5,0.225,0.0,0.0,0.0,0.0
J163145+115602,0.900256,8,77.15,12.42,0.019,5.58,0.399,12.4,0.043,5.58,0.399,10.95,-1.0,0.0,0.0,11.04,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163145+115602,0.900256,9,101.86,11.99,0.054,10.68,1.737,11.93,0.139,10.68,1.737,11.09,-1.0,0.0,0.0,11.39,0.244,10.68,1.737,0.0,0.0,0.0,0.0
J163429+703133,0.653418,1,-0.42,11.95,0.015,4.33,0.335,10.51,-1.0,0.0,0.0,10.55,-1.0,0.0,0.0,10.52,-1.0,0.0,0.0,10.12,-1.0,0.0,0.0
J163429+703133,0.653418,2,15.06,10.97,0.167,1.2,0.653,10.44,-1.0,0.0,0.0,10.46,-1.0,0.0,0.0,10.45,-1.0,0.0,0.0,10.06,-1.0,0.0,0.0
J163429+703133,0.818167,1,0.01,12.0,0.013,2.43,0.175,10.47,-1.0,0.0,0.0,10.54,0.071,2.43,0.175,10.48,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163429+703133,0.905563,1,-0.07,12.44,0.007,2.99,0.072,11.45,0.084,2.99,0.072,10.45,-1.0,0.0,0.0,10.42,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163429+703133,0.990248,1,-22.98,12.96,0.031,7.84,0.207,12.48,0.036,7.84,0.207,11.25,0.042,7.84,0.207,10.59,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163429+703133,0.990248,2,-21.48,12.53,0.05,1.75,0.097,12.55,0.019,1.75,0.097,10.56,0.127,1.75,0.097,10.38,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163429+703133,0.990248,3,-11.6,12.54,0.065,5.0,0.523,12.2,0.054,5.0,0.523,10.45,0.15,5.0,0.523,10.51,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163429+703133,0.990248,4,2.72,13.08,0.008,6.77,0.203,12.54,0.012,6.77,0.203,11.09,0.024,6.77,0.203,10.55,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163429+703133,0.990248,5,13.84,12.07,0.043,1.98,0.3,11.51,0.074,1.98,0.3,10.42,0.091,1.98,0.3,10.38,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163429+703133,0.990248,6,21.91,12.87,0.01,10.71,0.203,12.04,0.029,10.71,0.203,10.82,0.057,10.71,0.203,10.67,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163429+703133,1.041436,1,-131.13,11.53,0.039,8.92,1.081,10.59,-1.0,0.0,0.0,10.52,-1.0,0.0,0.0,10.58,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163429+703133,1.041436,2,-32.32,11.53,0.049,6.74,1.018,10.57,-1.0,0.0,0.0,10.45,-1.0,0.0,0.0,10.54,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J163429+703133,1.041436,3,-10.5,11.8,0.049,10.12,1.597,10.66,-1.0,0.0,0.0,10.54,-1.0,0.0,0.0,10.62,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
