QSO,zabs,Ncld,vcld,N-MgII,e_NMgII,bMgII,e_b-MgII,N-FeII,e_N-FeII,b-FeII,e_b-FeII,N-MgI,e_N-MgI,b-MgI,e_b-MgI,N-MnII,e_N-MnII,b-MnII,e_b-MnII,N-CaII,e_N-CaII,b-CaII,e_b-CaII
J000520+052411,0.851393,10,407.59,12.06,0.026,4.86,0.569,0.0,0.0,0.0,0.0,11.04,-1.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J000520+052411,0.866529,1,0.11,11.89,0.041,2.52,0.883,11.82,-1.0,0.0,0.0,10.74,-1.0,0.0,0.0,11.61,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J000520+052411,0.956028,1,-0.14,12.17,0.025,7.96,0.623,11.73,-1.0,0.0,0.0,10.62,-1.0,0.0,0.0,11.54,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001130+005550,1.395604,1,-91.52,12.19,0.048,13.06,1.894,0.0,0.0,0.0,0.0,11.13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001130+005550,1.395604,2,-69.96,11.55,0.152,1.76,2.804,0.0,0.0,0.0,0.0,11.13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001130+005550,1.395604,3,-51.71,12.21,0.056,14.14,2.382,0.0,0.0,0.0,0.0,11.12,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001130+005550,1.395604,4,-5.67,12.35,0.107,5.17,1.342,0.0,0.0,0.0,0.0,11.11,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001130+005550,1.395604,5,6.67,13.02,0.036,5.4,0.478,0.0,0.0,0.0,0.0,11.23,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J001130+005550,1.777928,1,-0.31,13.01,0.037,4.65,0.227,12.64,0.041,4.65,0.227,11.15,-1.0,0.0,0.0,11.3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001210-012207,1.202983,1,-85.49,11.89,0.046,5.81,0.947,11.68,0.103,5.81,0.947,11.14,0.082,5.81,0.947,10.97,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001210-012207,1.202983,2,-67.13,13.17,0.08,3.22,0.186,12.54,0.018,3.22,0.186,11.12,0.077,3.22,0.186,10.89,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001210-012207,1.202983,3,3.48,13.07,0.012,7.1,0.13,12.87,0.01,7.1,0.13,11.23,0.068,7.1,0.13,11.06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001210-012207,1.385936,1,-34.51,14.52,0.196,2.15,0.113,13.62,0.037,2.15,0.113,10.98,0.11,2.15,0.113,11.18,0.319,2.15,0.113,0.0,0.0,0.0,0.0
J001210-012207,1.385936,2,-15.6,14.24,0.3,10.23,0.167,14.19,0.009,10.23,0.167,11.51,0.048,10.23,0.167,11.84,0.11,10.23,0.167,0.0,0.0,0.0,0.0
J001210-012207,1.385936,3,-1.28,15.67,0.154,2.09,0.157,13.53,0.045,2.09,0.157,10.86,0.144,2.09,0.157,11.31,0.246,2.09,0.157,0.0,0.0,0.0,0.0
J001210-012207,1.385936,4,26.1,13.71,0.096,4.7,0.187,12.8,0.012,4.7,0.187,10.99,0.113,4.7,0.187,11.53,0.167,4.7,0.187,0.0,0.0,0.0,0.0
J001210-012207,1.385936,5,71.72,11.9,0.092,3.01,1.375,10.97,-1.0,0.0,0.0,11.04,-1.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001210-012207,1.385936,6,87.24,12.86,0.015,9.99,0.465,12.28,0.035,9.99,0.465,11.25,-1.0,0.0,0.0,11.23,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001210-012207,1.385936,7,115.05,11.86,0.216,3.89,1.841,11.57,0.135,3.89,1.841,11.09,-1.0,0.0,0.0,11.07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001210-012207,1.385936,8,129.14,12.41,0.093,12.28,2.999,11.24,-1.0,0.0,0.0,11.3,-1.0,0.0,0.0,11.28,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001210-012207,1.385936,9,154.77,12.53,0.138,5.5,1.071,11.63,0.188,5.5,1.071,11.14,-1.0,0.0,0.0,11.12,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001210-012207,1.385936,10,166.49,12.28,0.304,14.37,7.101,11.22,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,11.27,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001306+000431,1.212007,1,-49.62,13.4,0.183,2.95,0.281,12.76,0.027,2.95,0.281,11.12,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001306+000431,1.212007,2,-34.69,12.86,0.023,6.03,0.611,12.04,0.075,6.03,0.611,11.06,-1.0,0.0,0.0,11.23,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001306+000431,1.212007,3,-11.97,14.11,0.019,8.19,0.127,13.87,0.019,8.19,0.127,11.74,0.05,8.19,0.127,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001306+000431,1.212007,4,-4.55,14.49,0.136,2.14,0.231,14.25,0.136,2.14,0.231,12.39,0.226,2.14,0.231,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001306+000431,1.212007,5,33.17,13.29,0.021,11.4,0.527,13.05,0.021,11.4,0.527,11.35,0.086,11.4,0.527,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001306+000431,1.212007,6,48.14,12.91,0.062,4.47,0.598,12.13,0.114,4.47,0.598,11.14,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001306+000431,1.212007,7,69.84,12.1,0.037,5.63,0.815,11.49,0.222,5.63,0.815,11.13,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,0.635095,1,-40.79,11.81,0.061,3.77,1.341,10.49,-1.0,0.0,0.0,10.49,-1.0,0.0,0.0,10.99,-1.0,0.0,0.0,10.2,-1.0,0.0,0.0
J001602-001225,0.635095,2,-5.5,12.56,0.017,5.04,0.272,12.2,0.033,5.04,0.272,10.53,-1.0,0.0,0.0,11.01,-1.0,0.0,0.0,10.24,-1.0,0.0,0.0
J001602-001225,0.635095,3,60.5,11.95,0.05,8.27,1.356,10.6,-1.0,0.0,0.0,10.59,-1.0,0.0,0.0,11.11,-1.0,0.0,0.0,10.31,-1.0,0.0,0.0
J001602-001225,0.635095,4,216.83,12.5,0.04,2.87,0.309,12.09,0.088,2.87,0.309,10.42,-1.0,0.0,0.0,10.94,-1.0,0.0,0.0,10.15,-1.0,0.0,0.0
J001602-001225,0.857465,1,-41.13,11.2,0.064,1.06,0.121,10.86,0.214,1.06,0.121,10.4,-1.0,0.0,0.0,10.29,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,0.857465,2,-22.42,11.8,0.061,5.4,0.94,10.44,-1.0,0.0,0.0,10.5,-1.0,0.0,0.0,11.3,0.113,5.4,0.94,0.0,0.0,0.0,0.0
J001602-001225,0.857465,3,-11.16,11.68,0.11,4.09,1.716,10.97,0.269,4.09,1.716,10.45,-1.0,0.0,0.0,10.35,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,0.857465,4,-0.01,12.49,0.018,2.95,0.363,11.94,0.035,2.95,0.363,10.35,0.141,2.95,0.363,10.3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,0.857465,5,8.45,11.56,0.166,4.03,1.875,10.87,0.39,4.03,1.875,10.45,-1.0,0.0,0.0,10.35,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,0.857465,6,60.56,11.97,0.012,5.21,0.265,10.43,-1.0,0.0,0.0,10.47,-1.0,0.0,0.0,11.39,0.051,5.21,0.265,0.0,0.0,0.0,0.0
J001602-001225,1.146778,1,-53.35,11.62,0.045,9.19,1.25,10.65,-1.0,0.0,0.0,10.61,-1.0,0.0,0.0,11.07,0.152,9.19,1.25,0.0,0.0,0.0,0.0
J001602-001225,1.146778,2,-30.85,11.61,0.048,9.57,1.377,10.65,-1.0,0.0,0.0,10.6,-1.0,0.0,0.0,11.41,0.075,9.57,1.377,0.0,0.0,0.0,0.0
J001602-001225,1.146778,3,4.31,12.11,0.009,5.77,0.192,11.63,0.04,5.77,0.192,10.65,0.071,5.77,0.192,11.43,0.085,5.77,0.192,0.0,0.0,0.0,0.0
J001602-001225,1.971326,1,-539.17,12.86,9.999,8.42,0.168,12.75,0.012,8.42,0.168,11.18,9.999,8.42,0.168,13.19,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,2,-518.74,12.73,9.999,1.55,0.091,12.12,0.038,1.55,0.091,11.1,-1.0,0.0,0.0,12.58,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,3,-488.63,13.08,9.999,3.65,0.051,12.78,0.015,3.65,0.051,11.1,9.999,3.65,0.051,12.85,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,4,-458.66,13.58,9.999,14.41,0.011,13.38,0.007,14.41,0.011,11.75,9.999,14.41,0.011,13.31,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,5,-427.61,13.6,9.999,20.0,0.196,13.33,0.006,20.0,0.196,11.63,9.999,20.0,0.196,11.32,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,6,-410.28,14.64,9.999,1.0,0.48,13.21,0.4,1.0,0.48,10.75,9.999,1.0,0.48,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,7,-401.49,13.82,9.999,13.3,0.015,13.71,0.028,13.3,0.015,12.05,9.999,13.3,0.015,11.3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,8,-377.55,13.79,9.999,9.56,0.239,13.44,0.01,9.56,0.239,11.6,9.999,9.56,0.239,11.23,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,9,-360.14,13.04,9.999,5.19,0.287,12.9,0.017,5.19,0.287,11.12,9.999,5.19,0.287,11.12,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,10,-350.24,13.0,9.999,1.61,0.126,12.51,0.049,1.61,0.126,11.53,-1.0,0.0,0.0,11.03,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,11,-339.42,13.06,9.999,8.21,0.144,12.77,0.012,8.21,0.144,11.66,-1.0,0.0,0.0,11.22,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,12,-312.62,12.97,9.999,6.94,0.194,12.69,0.013,6.94,0.194,11.61,9.999,6.94,0.194,11.19,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,13,-226.37,12.51,9.999,9.49,0.002,11.55,9.999,9.49,0.002,13.15,-1.0,0.0,0.0,11.24,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,14,-220.54,12.62,9.999,2.89,0.463,11.87,9.999,2.89,0.463,12.77,-1.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,15,-153.63,12.66,9.999,6.52,1.195,12.02,9.999,6.52,1.195,12.08,-1.0,0.0,0.0,11.17,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,16,-143.46,13.06,9.999,3.36,1.192,12.41,9.999,3.36,1.192,11.03,-1.0,0.0,0.0,11.03,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,17,-130.64,13.37,9.999,9.7,1.516,12.98,9.999,9.7,1.516,11.14,9.999,9.7,1.516,11.24,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,18,-113.62,12.85,9.999,4.36,2.017,12.51,9.999,4.36,2.017,10.66,9.999,4.36,2.017,11.08,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,19,-104.02,13.54,9.999,9.41,0.812,13.27,9.999,9.41,0.812,11.69,9.999,9.41,0.812,11.24,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,20,-83.63,12.39,9.999,1.97,0.318,12.07,9.999,1.97,0.318,11.04,-1.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,21,-55.8,12.87,9.999,14.51,1.289,12.23,9.999,14.51,1.289,11.34,-1.0,0.0,0.0,11.34,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,22,-48.09,10.77,9.999,0.87,0.12,13.48,9.999,0.87,0.12,11.06,-1.0,0.0,0.0,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,23,-30.26,14.31,9.999,9.8,0.144,13.58,9.999,9.8,0.144,11.93,9.999,9.8,0.144,11.24,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,24,-16.81,14.6,9.999,2.9,0.801,12.92,9.999,2.9,0.801,11.51,9.999,2.9,0.801,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,25,-6.68,12.95,9.999,3.64,0.274,13.33,9.999,3.64,0.274,11.47,9.999,3.64,0.274,11.02,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,26,8.29,13.75,9.999,13.32,0.309,14.1,9.999,13.32,0.309,12.49,9.999,13.32,0.309,11.8,9.999,13.32,0.309,0.0,0.0,0.0,0.0
J001602-001225,1.971326,27,30.4,14.02,9.999,21.43,2.807,13.34,9.999,21.43,2.807,11.83,9.999,21.43,2.807,11.39,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,28,54.18,13.33,9.999,5.21,0.422,12.89,9.999,5.21,0.422,11.15,9.999,5.21,0.422,11.12,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,29,69.77,12.98,9.999,6.66,1.061,12.64,9.999,6.66,1.061,11.2,9.999,6.66,1.061,11.16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,30,99.0,13.59,9.999,15.85,1.367,12.86,9.999,15.85,1.367,11.69,9.999,15.85,1.367,11.35,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,31,105.3,13.23,9.999,11.86,0.789,13.17,9.999,11.86,0.789,11.24,9.999,11.86,0.789,11.29,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,32,135.05,13.85,9.999,9.66,0.246,13.74,9.999,9.66,0.246,11.55,9.999,9.66,0.246,11.25,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,33,159.84,14.54,9.999,15.94,0.087,14.24,9.999,15.94,0.087,12.45,9.999,15.94,0.087,12.2,9.999,15.94,0.087,0.0,0.0,0.0,0.0
J001602-001225,1.971326,34,189.73,13.77,9.999,5.91,0.234,13.31,9.999,5.91,0.234,11.59,9.999,5.91,0.234,11.16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,35,211.02,13.4,9.999,10.59,1.462,13.03,9.999,10.59,1.462,11.38,9.999,10.59,1.462,11.28,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,36,232.89,13.66,9.999,8.57,0.579,13.4,9.999,8.57,0.579,11.46,9.999,8.57,0.579,11.25,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,37,238.35,13.96,9.999,5.4,0.376,13.49,9.999,5.4,0.376,10.95,9.999,5.4,0.376,11.17,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,38,251.31,15.16,9.999,4.3,0.096,13.76,9.999,4.3,0.096,11.56,9.999,4.3,0.096,11.2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,39,269.33,13.81,9.999,9.05,0.14,13.46,9.999,9.05,0.14,11.39,9.999,9.05,0.14,11.3,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,1.971326,40,522.62,12.76,0.017,6.22,0.255,12.32,0.031,6.22,0.255,12.58,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,2.029186,1,-59.51,12.11,0.107,14.07,3.663,11.66,0.175,14.07,3.663,11.4,-1.0,0.0,0.0,11.37,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,2.029186,2,-42.05,11.93,0.158,6.1,2.056,11.17,-1.0,0.0,0.0,11.26,-1.0,0.0,0.0,11.21,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,2.029186,3,-25.84,12.07,0.072,5.6,1.542,11.25,0.273,5.6,1.542,11.23,-1.0,0.0,0.0,11.17,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,2.029186,4,-3.63,13.29,0.109,8.2,0.49,12.74,0.11,8.2,0.49,11.65,0.358,8.2,0.49,11.27,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,2.029186,5,-0.26,13.34,0.182,4.21,0.909,12.65,0.131,4.21,0.909,11.09,-1.0,0.0,0.0,11.13,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,2.029186,6,19.81,12.93,0.027,4.7,0.298,12.44,0.024,4.7,0.298,11.14,9.999,4.7,0.298,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J001602-001225,2.029186,7,34.64,12.62,0.093,28.19,4.927,11.56,0.321,28.19,4.927,11.44,-1.0,0.0,0.0,11.47,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J002133+004301,0.520353,1,-2.95,13.68,0.049,9.36,0.308,13.16,0.022,9.36,0.308,11.33,-1.0,0.0,0.0,11.4,-1.0,0.0,0.0,11.04,-1.0,0.0,0.0
J002133+004301,0.520353,2,31.64,12.59,0.024,9.26,0.678,12.26,0.098,9.26,0.678,11.34,-1.0,0.0,0.0,11.39,-1.0,0.0,0.0,11.05,-1.0,0.0,0.0
J002133+004301,0.520353,3,66.48,12.04,0.055,3.25,1.165,11.16,-1.0,0.0,0.0,11.12,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0,10.83,-1.0,0.0,0.0
J002133+004301,0.520353,4,103.43,12.26,0.039,5.36,0.812,12.01,0.144,5.36,0.812,11.21,-1.0,0.0,0.0,11.29,-1.0,0.0,0.0,10.92,-1.0,0.0,0.0
J002133+004301,0.942041,1,-197.11,12.82,0.084,4.33,0.888,12.54,0.101,4.33,0.888,11.08,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J002133+004301,0.942041,2,-194.51,12.84,0.068,13.49,2.162,12.04,0.392,13.49,2.162,11.06,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J002133+004301,0.942041,3,-171.85,12.56,0.036,3.96,0.496,12.04,0.126,3.96,0.496,11.05,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J002133+004301,0.942041,4,-97.81,12.28,0.029,7.88,0.792,11.81,0.17,7.88,0.792,11.07,-1.0,0.0,0.0,11.19,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J002133+004301,0.942041,5,-54.87,14.48,0.098,5.87,0.622,14.25,0.098,5.87,0.622,12.02,0.079,5.87,0.622,12.17,0.142,5.87,0.622,0.0,0.0,0.0,0.0
J002133+004301,0.942041,6,-52.24,14.01,0.073,12.61,0.598,13.77,0.073,12.61,0.598,12.0,0.084,12.61,0.598,11.19,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J002133+004301,0.942041,7,-24.54,12.87,0.028,3.99,0.374,12.62,0.028,3.99,0.374,11.06,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J002133+004301,0.942041,8,-11.85,13.11,0.037,2.75,0.203,12.86,0.037,2.75,0.203,11.08,-1.0,0.0,0.0,11.49,0.263,2.75,0.203,0.0,0.0,0.0,0.0
J002133+004301,0.942041,9,-0.77,13.16,0.03,3.36,0.209,12.92,0.03,3.36,0.209,11.07,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J002133+004301,0.942041,10,15.77,13.13,0.025,7.95,0.671,12.88,0.025,7.95,0.671,11.21,0.1,7.95,0.671,11.09,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J002133+004301,0.942041,11,51.79,14.75,0.019,14.42,0.179,14.52,0.019,14.42,0.179,12.81,0.014,14.42,0.179,11.78,0.143,14.42,0.179,0.0,0.0,0.0,0.0
J002133+004301,0.942041,12,90.53,12.77,0.03,3.98,0.292,11.95,0.101,3.98,0.292,10.93,0.152,3.98,0.292,11.17,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J002151-012833,0.69518,1,-148.65,12.36,0.033,10.72,1.032,11.15,-1.0,0.0,0.0,11.06,-1.0,0.0,0.0,11.13,-1.0,0.0,0.0,10.83,-1.0,0.0,0.0
J002151-012833,0.69518,2,-60.36,13.2,0.03,8.58,0.351,13.12,0.021,8.58,0.351,11.48,0.069,8.58,0.351,11.91,0.124,8.58,0.351,10.84,-1.0,0.0,0.0
J002151-012833,0.69518,3,-40.79,12.72,0.066,11.79,1.827,12.44,0.089,11.79,1.827,11.1,0.173,11.79,1.827,11.4,0.442,11.79,1.827,10.84,-1.0,0.0,0.0
J002151-012833,0.69518,4,-4.76,13.01,0.042,10.88,1.039,12.88,0.047,10.88,1.039,10.86,0.269,10.88,1.039,11.12,0.782,10.88,1.039,10.83,-1.0,0.0,0.0
J002151-012833,0.69518,5,17.16,14.05,0.081,7.8,0.24,14.12,0.019,7.8,0.24,11.97,0.029,7.8,0.24,12.26,0.057,7.8,0.24,11.71,0.063,7.8,0.24
J002151-012833,0.69518,6,35.68,13.0,0.063,3.8,0.371,12.98,0.033,3.8,0.371,11.27,0.087,3.8,0.371,11.38,0.306,3.8,0.371,10.6,0.571,3.8,0.371
J002151-012833,1.241235,1,-62.12,13.45,0.026,12.9,0.485,13.63,0.025,12.9,0.485,11.01,0.18,12.9,0.485,11.34,-1.0,0.0,0.0,11.25,-1.0,0.0,0.0
J002151-012833,1.241235,2,-30.73,14.43,0.034,10.81,0.651,14.19,0.034,10.81,0.651,12.11,0.024,10.81,0.651,11.36,-1.0,0.0,0.0,11.26,-1.0,0.0,0.0
J002151-012833,1.241235,3,-13.22,12.98,0.295,3.69,1.876,12.73,0.295,3.69,1.876,10.86,0.265,3.69,1.876,11.36,-1.0,0.0,0.0,11.26,-1.0,0.0,0.0
J002151-012833,1.241235,4,6.81,14.52,0.12,5.72,0.481,14.29,0.12,5.72,0.481,11.64,0.062,5.72,0.481,11.35,-1.0,0.0,0.0,11.35,-1.0,0.0,0.0
J002151-012833,1.241235,5,22.69,13.69,0.074,9.57,1.194,13.44,0.074,9.57,1.194,11.74,0.059,9.57,1.194,11.36,-1.0,0.0,0.0,11.31,-1.0,0.0,0.0
J002151-012833,1.241235,6,47.95,13.49,0.046,24.08,1.944,13.14,0.055,24.08,1.944,11.42,0.113,24.08,1.944,11.36,-1.0,0.0,0.0,11.33,-1.0,0.0,0.0
J002151-012833,1.241235,7,82.87,12.75,0.052,3.33,0.443,12.26,0.107,3.33,0.443,11.13,-1.0,0.0,0.0,11.35,-1.0,0.0,0.0,11.32,-1.0,0.0,0.0
J002151-012833,1.30874,1,-71.59,11.67,0.087,2.51,2.146,11.13,-1.0,0.0,0.0,11.05,-1.0,0.0,0.0,11.11,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0
J002151-012833,1.30874,2,-50.6,13.67,9.999,0.28,9.999,11.17,-1.0,0.0,0.0,11.08,-1.0,0.0,0.0,11.14,-1.0,0.0,0.0,11.26,-1.0,0.0,0.0
J002151-012833,1.30874,3,2.52,12.52,0.026,4.4,0.415,11.23,-1.0,0.0,0.0,11.13,-1.0,0.0,0.0,11.2,-1.0,0.0,0.0,11.3,-1.0,0.0,0.0
J002208-150539,1.700022,1,1.11,12.81,0.021,6.57,0.299,11.18,-1.0,0.0,0.0,11.37,-1.0,0.0,0.0,11.18,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J004812-255003,0.690864,1,-47.96,12.64,0.018,9.11,0.461,12.58,0.071,9.11,0.461,11.04,-1.0,0.0,0.0,11.23,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J004812-255003,0.690864,2,4.09,12.81,0.018,6.44,0.284,12.45,0.056,6.44,0.284,11.05,-1.0,0.0,0.0,11.25,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J005024-252234,0.699887,1,-1.98,12.82,0.022,6.13,0.285,11.28,-1.0,0.0,0.0,11.04,-1.0,0.0,0.0,11.36,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J005024-252234,0.699887,2,47.93,12.39,0.031,9.74,0.883,12.31,0.098,9.74,0.883,11.03,-1.0,0.0,0.0,11.37,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J005211-251857,0.887325,1,-146.46,13.28,0.163,3.01,0.252,12.92,0.035,3.01,0.252,11.24,0.079,3.01,0.252,11.19,0.266,3.01,0.252,0.0,0.0,0.0,0.0
J005211-251857,0.887325,2,-114.88,12.49,0.208,1.23,0.277,12.02,0.132,1.23,0.277,11.03,-1.0,0.0,0.0,10.92,0.571,1.23,0.277,0.0,0.0,0.0,0.0
J005211-251857,0.887325,3,-98.15,12.93,0.016,22.24,0.823,12.79,0.037,22.24,0.823,11.23,0.154,22.24,0.823,11.44,0.348,22.24,0.823,0.0,0.0,0.0,0.0
J005211-251857,0.887325,4,-79.62,13.71,0.79,0.89,0.258,12.27,0.16,0.89,0.258,11.04,-1.0,0.0,0.0,11.06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J005211-251857,0.887325,5,-63.18,12.31,0.08,1.81,0.385,12.31,0.07,1.81,0.385,11.01,-1.0,0.0,0.0,11.06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J005211-251857,0.887325,6,-50.18,13.67,0.118,4.95,0.322,13.46,0.026,4.95,0.322,11.48,0.052,4.95,0.322,11.38,0.197,4.95,0.322,0.0,0.0,0.0,0.0
J005211-251857,0.887325,7,-9.39,14.77,0.135,19.34,0.686,14.58,0.027,19.34,0.686,12.27,0.026,19.34,0.686,12.64,0.027,19.34,0.686,0.0,0.0,0.0,0.0
J005211-251857,0.887325,8,32.53,14.56,0.282,25.75,0.78,14.48,0.025,25.75,0.78,12.26,0.026,25.75,0.78,12.52,0.038,25.75,0.78,0.0,0.0,0.0,0.0
J005211-251857,0.887325,9,60.81,16.46,0.376,5.07,0.33,12.87,0.119,5.07,0.33,11.75,0.041,5.07,0.33,11.07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J005211-251857,0.887325,10,94.97,12.16,0.11,1.45,0.363,12.27,0.087,1.45,0.363,11.04,-1.0,0.0,0.0,11.06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J005211-251857,1.067163,1,-12.0,13.77,0.145,3.38,0.141,13.27,0.026,3.38,0.141,11.58,0.053,3.38,0.141,11.1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
J005211-251857,1.067163,2,22.49,12.47,0.034,12.32,1.247,12.22,0.06,12.32,1.247,11.14,-1.0,0.0,0.0,11.1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
